timestamp,temperature,vibration,pressure,humidity,runtime_hours,failure,failure_next_24h
2025-04-17 02:00:00,63.607,0.7627,39.234,30.088,55.019,0.0,0.0
2025-04-17 03:00:00,63.261,0.8059,38.597,30.224,56.019,0.0,0.0
2025-04-17 04:00:00,64.101,0.7508,37.333,31.231,57.02,0.0,0.0
2025-04-17 05:00:00,63.822,0.7937,38.812,29.066,58.02,0.0,0.0
2025-04-17 06:00:00,63.413,0.7274,37.915,28.461,59.02,0.0,0.0
2025-04-17 07:00:00,61.092,0.862,38.427,31.027,60.021,0.0,0.0
2025-04-17 08:00:00,63.139,0.8194,37.953,31.732,61.021,0.0,0.0
2025-04-17 09:00:00,63.489,0.7682,38.683,30.76,62.022,0.0,0.0
2025-04-17 10:00:00,62.539,0.8374,39.28,29.749,63.022,0.0,0.0
2025-04-17 11:00:00,63.066,0.7012,38.687,30.639,64.022,0.0,0.0
2025-04-17 12:00:00,61.847,0.7669,38.689,30.299,65.023,0.0,0.0
2025-04-17 13:00:00,63.037,0.709,38.462,30.063,66.023,0.0,0.0
2025-04-17 14:00:00,64.046,0.7278,38.71,29.815,67.023,0.0,0.0
2025-04-17 15:00:00,65.963,0.7749,38.85,30.036,68.024,0.0,0.0
2025-04-17 16:00:00,62.257,0.7931,38.167,31.411,69.024,0.0,0.0
2025-04-17 17:00:00,63.461,0.8071,38.377,29.122,70.024,0.0,0.0
2025-04-17 18:00:00,62.352,0.8145,38.464,30.025,71.025,0.0,0.0
2025-04-17 19:00:00,63.412,0.8283,39.243,30.642,72.025,0.0,0.0
2025-04-17 20:00:00,63.271,0.7554,38.388,30.24,73.025,0.0,0.0
2025-04-17 21:00:00,64.556,0.7425,38.91,30.589,74.026,0.0,0.0
2025-04-17 22:00:00,64.742,0.7888,38.812,30.377,75.026,0.0,0.0
2025-04-17 23:00:00,63.785,0.7464,38.65,30.713,76.026,0.0,0.0
2025-04-18 00:00:00,63.469,0.8311,37.876,29.292,77.027,0.0,0.0
2025-04-18 01:00:00,65.046,0.8777,37.486,30.521,78.027,0.0,0.0
2025-04-18 02:00:00,63.855,0.8124,39.279,31.298,79.027,0.0,0.0
2025-04-18 03:00:00,65.475,0.7599,38.412,31.187,80.028,0.0,0.0
2025-04-18 04:00:00,61.711,0.8436,39.543,32.592,81.028,0.0,0.0
2025-04-18 05:00:00,65.827,0.8909,37.945,30.848,82.028,0.0,0.0
2025-04-18 06:00:00,62.964,0.8422,38.322,30.621,83.029,0.0,0.0
2025-04-18 07:00:00,62.418,0.8469,38.234,30.913,84.029,0.0,0.0
2025-04-18 08:00:00,63.685,0.9547,39.108,29.576,85.03,0.0,0.0
2025-04-18 09:00:00,62.358,0.8416,39.009,30.914,86.03,0.0,0.0
2025-04-18 10:00:00,64.454,0.821,39.133,32.825,87.03,0.0,0.0
2025-04-18 11:00:00,63.233,0.8849,39.026,31.581,88.031,0.0,0.0
2025-04-18 12:00:00,64.149,0.8589,38.926,31.483,89.031,0.0,0.0
2025-04-18 13:00:00,62.648,0.8673,38.001,30.362,90.031,0.0,0.0
2025-04-18 14:00:00,63.57,0.8036,40.2,31.497,91.032,0.0,0.0
2025-04-18 15:00:00,63.97,0.8616,37.678,29.8,92.032,0.0,0.0
2025-04-18 16:00:00,63.644,0.8604,39.34,31.462,93.032,0.0,0.0
2025-04-18 17:00:00,65.796,0.8448,37.478,29.071,94.033,0.0,0.0
2025-04-18 18:00:00,64.605,0.8378,38.194,31.52,95.033,0.0,0.0
2025-04-18 19:00:00,64.163,0.926,38.298,32.751,96.033,0.0,0.0
2025-04-18 20:00:00,61.707,0.8733,39.188,31.739,97.034,0.0,0.0
2025-04-18 21:00:00,64.405,0.836,38.05,31.638,98.034,0.0,0.0
2025-04-18 22:00:00,65.451,0.9395,38.56,33.209,99.034,0.0,0.0
2025-04-18 23:00:00,63.156,0.839,38.91,30.113,100.035,0.0,0.0
2025-04-19 00:00:00,63.762,0.8068,39.01,29.487,101.035,0.0,0.0
2025-04-19 01:00:00,60.385,0.9708,38.318,29.861,102.035,0.0,0.0
2025-04-19 02:00:00,62.538,0.937,38.111,31.455,103.036,0.0,0.0
2025-04-19 03:00:00,61.548,0.9171,38.956,33.854,104.036,0.0,0.0
2025-04-19 04:00:00,64.19,0.7827,39.234,30.593,105.036,0.0,0.0
2025-04-19 05:00:00,63.901,0.9087,38.015,31.361,106.037,0.0,0.0
2025-04-19 06:00:00,63.97,0.8589,38.532,29.593,107.037,0.0,0.0
2025-04-19 07:00:00,63.589,0.8754,38.334,31.549,108.038,0.0,0.0
2025-04-19 08:00:00,65.352,0.8946,39.453,30.823,109.038,0.0,0.0
2025-04-19 09:00:00,62.666,0.892,38.124,30.963,110.038,0.0,0.0
2025-04-19 10:00:00,64.073,0.8257,37.941,31.115,111.039,0.0,0.0
2025-04-19 11:00:00,64.893,0.8844,38.312,30.794,112.039,0.0,0.0
2025-04-19 12:00:00,63.978,0.9766,38.686,31.428,113.039,0.0,0.0
2025-04-19 13:00:00,64.101,0.9187,37.975,30.959,114.04,0.0,0.0
2025-04-19 14:00:00,63.236,0.8762,39.026,30.589,115.04,0.0,0.0
2025-04-19 15:00:00,63.84,0.8269,37.811,30.889,116.04,0.0,0.0
2025-04-19 16:00:00,65.12,0.8773,39.074,31.214,117.041,0.0,0.0
2025-04-19 17:00:00,61.85,0.9557,38.677,30.799,118.041,0.0,0.0
2025-04-19 18:00:00,64.1,0.9286,38.827,31.237,119.041,0.0,0.0
2025-04-19 19:00:00,63.604,0.9226,38.938,31.711,120.042,0.0,0.0
2025-04-19 20:00:00,64.237,0.9362,38.402,32.042,121.042,0.0,0.0
2025-04-19 21:00:00,66.465,0.8512,38.676,32.773,122.042,0.0,0.0
2025-04-19 22:00:00,63.817,0.8783,38.307,31.795,123.043,0.0,0.0
2025-04-19 23:00:00,66.156,0.9688,38.228,31.076,124.043,0.0,0.0
2025-04-20 00:00:00,65.705,0.9624,38.46,31.909,125.043,0.0,0.0
2025-04-20 01:00:00,64.436,1.08,37.414,32.873,126.044,0.0,0.0
2025-04-20 02:00:00,64.52,0.8082,39.112,29.227,127.044,0.0,0.0
2025-04-20 03:00:00,64.649,0.8971,39.465,30.999,128.044,0.0,0.0
2025-04-20 04:00:00,63.457,0.9331,39.051,30.719,129.045,0.0,0.0
2025-04-20 05:00:00,65.215,0.9543,38.331,28.875,130.045,0.0,0.0
2025-04-20 06:00:00,63.743,0.9377,37.962,31.376,131.046,0.0,0.0
2025-04-20 07:00:00,64.537,0.8259,38.351,31.853,132.046,0.0,0.0
2025-04-20 08:00:00,61.875,0.9938,39.062,31.932,133.046,0.0,0.0
2025-04-20 09:00:00,63.489,0.9521,37.944,30.843,134.047,0.0,0.0
2025-04-20 10:00:00,65.183,0.9965,39.273,32.34,135.047,0.0,0.0
2025-04-20 11:00:00,63.208,0.8441,38.299,32.182,136.047,0.0,0.0
2025-04-20 12:00:00,64.973,0.8871,39.304,32.349,137.048,0.0,0.0
2025-04-20 13:00:00,63.979,0.9947,38.195,32.236,138.048,0.0,0.0
2025-04-20 14:00:00,65.791,0.8906,38.353,30.989,139.048,0.0,0.0
2025-04-20 15:00:00,66.128,1.0402,38.326,31.887,140.049,0.0,0.0
2025-04-20 16:00:00,64.847,0.9527,38.873,31.23,141.049,0.0,0.0
2025-04-20 17:00:00,64.631,0.913,39.0,30.788,142.049,0.0,0.0
2025-04-20 18:00:00,64.713,0.8772,38.726,29.101,143.05,0.0,0.0
2025-04-20 19:00:00,64.654,1.0283,38.401,30.039,144.05,0.0,0.0
2025-04-20 20:00:00,66.125,1.0745,37.781,31.15,145.05,0.0,0.0
2025-04-20 21:00:00,67.716,1.0412,39.095,31.156,146.051,0.0,0.0
2025-04-20 22:00:00,63.126,1.1155,38.897,32.627,147.051,0.0,0.0
2025-04-20 23:00:00,63.507,0.9006,39.294,30.664,148.051,0.0,0.0
2025-04-21 00:00:00,66.392,0.9846,38.663,30.494,149.052,0.0,0.0
2025-04-21 01:00:00,63.401,1.002,38.548,31.254,150.052,0.0,0.0
2025-04-21 02:00:00,63.14,0.9554,39.261,32.092,151.052,0.0,0.0
2025-04-21 03:00:00,67.34,0.9179,39.267,29.557,152.053,0.0,0.0
2025-04-21 04:00:00,64.488,1.0509,38.369,30.736,153.053,0.0,0.0
2025-04-21 05:00:00,64.532,1.049,38.221,31.515,154.053,0.0,0.0
2025-04-21 06:00:00,64.236,1.1079,39.331,31.593,155.054,0.0,0.0
2025-04-21 07:00:00,65.56,1.0718,37.969,30.029,156.054,0.0,0.0
2025-04-21 08:00:00,63.517,0.9952,38.546,32.971,157.055,0.0,0.0
2025-04-21 09:00:00,67.021,1.0449,38.579,30.931,158.055,0.0,0.0
2025-04-21 10:00:00,65.811,1.0792,38.52,33.907,159.055,0.0,0.0
2025-04-21 11:00:00,64.86,1.0202,37.702,31.711,160.056,0.0,0.0
2025-04-21 12:00:00,64.275,0.9623,38.155,30.583,161.056,0.0,0.0
2025-04-21 13:00:00,65.082,0.9737,38.579,31.114,162.056,0.0,0.0
2025-04-21 14:00:00,66.219,0.977,38.194,31.562,163.057,0.0,0.0
2025-04-21 15:00:00,68.122,0.9861,37.819,31.361,164.057,0.0,0.0
2025-04-21 16:00:00,66.807,0.9489,37.922,32.069,165.057,0.0,0.0
2025-04-21 17:00:00,66.227,1.0977,38.934,32.228,166.058,0.0,0.0
2025-04-21 18:00:00,65.077,0.9599,39.387,31.385,167.058,0.0,0.0
2025-04-21 19:00:00,66.52,1.0161,38.829,31.681,168.058,0.0,0.0
2025-04-21 20:00:00,64.64,1.1175,38.293,32.372,169.059,0.0,0.0
2025-04-21 21:00:00,65.468,1.0458,38.58,32.775,170.059,0.0,0.0
2025-04-21 22:00:00,66.489,1.0068,38.242,32.44,171.059,0.0,0.0
2025-04-21 23:00:00,65.827,0.9588,38.434,32.925,172.06,0.0,0.0
2025-04-22 00:00:00,64.316,0.9966,39.292,32.387,173.06,0.0,0.0
2025-04-22 01:00:00,63.289,1.0325,38.5,31.639,174.06,0.0,0.0
2025-04-22 02:00:00,65.745,0.9928,39.282,30.145,175.061,0.0,0.0
2025-04-22 03:00:00,65.319,1.0422,39.05,31.832,176.061,0.0,0.0
2025-04-22 04:00:00,66.288,1.0516,38.501,29.239,177.061,0.0,0.0
2025-04-22 05:00:00,65.256,0.9476,38.129,29.586,178.062,0.0,0.0
2025-04-22 06:00:00,64.745,1.0389,39.316,33.178,179.062,0.0,0.0
2025-04-22 07:00:00,66.48,1.117,38.603,30.741,180.063,0.0,0.0
2025-04-22 08:00:00,66.425,0.9731,38.058,30.01,181.063,0.0,0.0
2025-04-22 09:00:00,62.713,1.0572,39.092,30.584,182.063,0.0,0.0
2025-04-22 10:00:00,63.435,1.0739,38.204,31.272,183.064,0.0,0.0
2025-04-22 11:00:00,65.428,1.0087,38.542,31.476,184.064,0.0,0.0
2025-04-22 12:00:00,65.208,1.0875,38.55,29.645,185.064,0.0,0.0
2025-04-22 13:00:00,65.076,1.1246,38.213,30.609,186.065,0.0,0.0
2025-04-22 14:00:00,66.303,1.0554,37.879,31.73,187.065,0.0,0.0
2025-04-22 15:00:00,67.747,1.024,38.674,30.501,188.065,0.0,0.0
2025-04-22 16:00:00,64.105,1.0339,37.85,31.134,189.066,0.0,0.0
2025-04-22 17:00:00,65.276,1.1509,38.678,31.53,190.066,0.0,0.0
2025-04-22 18:00:00,65.341,1.1095,37.723,31.965,191.066,0.0,0.0
2025-04-22 19:00:00,65.631,1.1094,38.071,30.408,192.067,0.0,0.0
2025-04-22 20:00:00,63.931,1.0653,38.174,31.722,193.067,0.0,0.0
2025-04-22 21:00:00,65.974,1.0206,38.039,31.466,194.067,0.0,0.0
2025-04-22 22:00:00,65.471,1.0961,37.875,30.483,195.068,0.0,0.0
2025-04-22 23:00:00,67.887,1.0196,39.243,31.851,196.068,0.0,0.0
2025-04-23 00:00:00,65.916,1.06,38.88,32.627,197.068,0.0,0.0
2025-04-23 01:00:00,64.628,1.0241,38.488,35.002,198.069,0.0,0.0
2025-04-23 02:00:00,63.686,1.0406,38.9,31.221,199.069,0.0,0.0
2025-04-23 03:00:00,65.378,1.0018,38.142,30.93,200.069,0.0,1.0
2025-04-23 04:00:00,64.61,1.0331,38.552,32.283,201.07,0.0,1.0
2025-04-23 05:00:00,65.015,1.0702,38.114,31.556,202.07,0.0,1.0
2025-04-23 06:00:00,65.952,1.1284,38.628,31.413,203.071,0.0,1.0
2025-04-23 07:00:00,65.833,1.0991,38.07,31.522,204.071,0.0,1.0
2025-04-23 08:00:00,65.797,1.0118,37.764,33.961,205.071,0.0,1.0
2025-04-23 09:00:00,67.248,1.016,37.998,31.082,206.072,0.0,1.0
2025-04-23 10:00:00,66.081,1.1483,38.342,32.229,207.072,0.0,1.0
2025-04-23 11:00:00,68.861,1.0428,37.421,32.379,208.072,0.0,1.0
2025-04-23 12:00:00,65.812,1.0762,38.155,30.527,209.073,0.0,1.0
2025-04-23 13:00:00,65.143,1.1137,38.232,31.423,210.073,0.0,1.0
2025-04-23 14:00:00,63.849,1.0893,38.856,31.511,211.073,0.0,1.0
2025-04-23 15:00:00,64.081,1.0167,38.01,31.641,212.074,1.0,1.0
2025-04-23 16:00:00,66.76,1.063,38.686,32.859,213.074,0.0,0.0
2025-04-23 17:00:00,66.464,1.0364,38.007,31.26,214.074,0.0,0.0
2025-04-23 18:00:00,65.591,0.9989,37.559,32.908,215.075,0.0,0.0
2025-04-23 19:00:00,65.442,1.0484,38.822,33.552,216.075,0.0,0.0
2025-04-23 20:00:00,64.659,1.1067,38.899,31.778,217.075,0.0,0.0
2025-04-23 21:00:00,65.538,1.0603,37.975,31.33,218.076,0.0,0.0
2025-04-23 22:00:00,65.899,0.976,38.501,32.261,219.076,0.0,0.0
2025-04-23 23:00:00,63.343,1.0674,38.943,31.454,220.076,0.0,0.0
2025-04-24 00:00:00,66.647,1.0303,38.219,32.568,221.077,0.0,0.0
2025-04-24 01:00:00,63.357,1.1531,38.482,33.249,222.077,0.0,0.0
2025-04-24 02:00:00,66.207,1.0396,37.763,31.253,223.077,0.0,0.0
2025-04-24 03:00:00,65.762,1.0851,38.654,33.275,224.078,0.0,0.0
2025-04-24 04:00:00,66.179,1.011,38.387,31.876,225.078,0.0,0.0
2025-04-24 05:00:00,65.063,1.1033,38.937,33.112,226.078,0.0,0.0
2025-04-24 06:00:00,67.887,1.0104,38.432,31.992,227.079,0.0,0.0
2025-04-24 07:00:00,66.729,1.0994,39.632,32.296,228.079,0.0,0.0
2025-04-24 08:00:00,66.642,1.0357,38.578,32.003,229.08,0.0,0.0
2025-04-24 09:00:00,65.678,1.1288,38.713,31.712,230.08,0.0,0.0
2025-04-24 10:00:00,65.815,1.1474,38.954,32.915,231.08,0.0,0.0
2025-04-24 11:00:00,66.981,1.0637,38.069,31.821,232.081,0.0,0.0
2025-04-24 12:00:00,67.493,1.0885,39.135,32.618,233.081,0.0,0.0
2025-04-24 13:00:00,67.623,1.1188,38.007,32.475,234.081,0.0,0.0
2025-04-24 14:00:00,65.9,1.119,38.099,31.552,235.082,0.0,0.0
2025-04-24 15:00:00,66.036,1.0745,38.864,33.422,236.082,0.0,0.0
2025-04-24 16:00:00,66.378,1.1211,38.141,31.189,237.082,0.0,0.0
2025-04-24 17:00:00,65.679,1.1212,38.978,33.811,238.083,0.0,0.0
2025-04-24 18:00:00,65.154,1.0737,38.721,32.333,239.083,0.0,0.0
2025-04-24 19:00:00,66.218,0.9962,37.806,32.474,240.083,0.0,0.0
2025-04-24 20:00:00,66.598,1.161,38.77,32.362,241.084,0.0,0.0
2025-04-24 21:00:00,66.671,1.049,38.691,33.634,242.084,0.0,0.0
2025-04-24 22:00:00,65.964,1.1291,37.957,32.552,243.084,0.0,0.0
2025-04-24 23:00:00,65.277,1.0139,38.864,31.97,244.085,0.0,0.0
2025-04-25 00:00:00,66.678,1.0185,38.163,33.226,245.085,0.0,0.0
2025-04-25 01:00:00,66.572,1.065,38.182,31.525,246.085,0.0,0.0
2025-04-25 02:00:00,65.0,1.0475,37.958,32.913,247.086,0.0,0.0
2025-04-25 03:00:00,67.254,1.1463,38.48,31.849,248.086,0.0,0.0
2025-04-25 04:00:00,67.039,1.0336,37.952,31.364,249.086,0.0,0.0
2025-04-25 05:00:00,66.089,1.0592,38.158,32.825,250.087,0.0,0.0
2025-04-25 06:00:00,64.646,1.0144,38.244,31.271,251.087,0.0,0.0
2025-04-25 07:00:00,64.706,1.134,38.066,30.84,252.088,0.0,0.0
2025-04-25 08:00:00,66.696,1.0929,38.476,32.231,253.088,0.0,0.0
2025-04-25 09:00:00,65.556,1.1496,38.019,32.036,254.088,0.0,0.0
2025-04-25 10:00:00,65.869,1.0711,38.787,33.517,255.089,0.0,0.0
2025-04-25 11:00:00,64.855,1.0189,38.699,32.564,256.089,0.0,0.0
2025-04-25 12:00:00,67.21,1.0931,38.924,33.323,257.089,0.0,0.0
2025-04-25 13:00:00,63.963,1.0538,37.977,31.273,258.09,0.0,0.0
2025-04-25 14:00:00,66.188,1.1104,38.339,32.18,259.09,0.0,0.0
2025-04-25 15:00:00,66.683,0.9243,38.17,31.293,260.09,0.0,0.0
2025-04-25 16:00:00,67.002,1.009,38.389,32.364,261.091,0.0,0.0
2025-04-25 17:00:00,66.858,1.0535,38.651,32.792,262.091,0.0,0.0
2025-04-25 18:00:00,64.827,1.0237,38.744,33.146,263.091,0.0,0.0
2025-04-25 19:00:00,65.807,1.1168,39.383,32.896,264.092,0.0,0.0
2025-04-25 20:00:00,65.42,0.9542,38.67,33.72,265.092,0.0,0.0
2025-04-25 21:00:00,64.918,1.0758,38.541,31.795,266.092,0.0,1.0
2025-04-25 22:00:00,64.224,1.0814,37.824,30.771,267.093,0.0,1.0
2025-04-25 23:00:00,66.922,1.1087,38.675,33.294,268.093,0.0,1.0
2025-04-26 00:00:00,67.774,1.0272,37.411,33.1,269.093,0.0,1.0
2025-04-26 01:00:00,65.684,1.145,38.911,34.351,270.094,0.0,1.0
2025-04-26 02:00:00,67.301,1.077,39.433,32.12,271.094,0.0,1.0
2025-04-26 03:00:00,67.036,1.107,38.101,32.907,272.094,0.0,1.0
2025-04-26 04:00:00,65.318,1.0487,37.103,30.931,273.095,0.0,1.0
2025-04-26 05:00:00,66.277,1.1694,37.963,32.757,274.095,0.0,1.0
2025-04-26 06:00:00,66.475,1.0227,37.804,32.621,275.096,0.0,1.0
2025-04-26 07:00:00,67.323,1.0012,38.755,32.125,276.096,0.0,1.0
2025-04-26 08:00:00,66.578,0.9419,39.02,32.301,277.096,0.0,1.0
2025-04-26 09:00:00,64.366,1.0907,38.575,34.663,278.097,1.0,1.0
2025-04-26 10:00:00,68.665,1.0907,37.364,31.56,279.097,0.0,0.0
2025-04-26 11:00:00,66.946,1.0201,38.452,31.728,280.097,0.0,0.0
2025-04-26 12:00:00,65.297,1.0676,38.812,33.51,281.098,0.0,0.0
2025-04-26 13:00:00,64.656,1.1154,39.389,32.632,282.098,0.0,0.0
2025-04-26 14:00:00,65.465,1.0154,37.712,31.365,283.098,0.0,0.0
2025-04-26 15:00:00,66.101,1.0129,39.076,35.042,284.099,0.0,0.0
2025-04-26 16:00:00,65.717,0.8891,38.634,32.407,285.099,0.0,0.0
2025-04-26 17:00:00,65.972,0.9887,37.737,33.364,286.099,0.0,0.0
2025-04-26 18:00:00,65.33,1.0718,38.186,32.152,287.1,0.0,0.0
2025-04-26 19:00:00,67.23,1.0955,38.122,31.528,288.1,0.0,0.0
2025-04-26 20:00:00,65.316,1.0714,37.303,34.238,289.1,0.0,0.0
2025-04-26 21:00:00,67.231,1.0079,37.711,31.914,290.101,0.0,0.0
2025-04-26 22:00:00,67.409,0.9619,38.226,33.597,291.101,0.0,0.0
2025-04-26 23:00:00,64.8,1.0107,38.482,32.882,292.101,0.0,0.0
2025-04-27 00:00:00,66.048,1.0302,39.004,32.244,293.102,0.0,0.0
2025-04-27 01:00:00,67.716,1.0281,38.301,32.291,294.102,0.0,0.0
2025-04-27 02:00:00,66.824,1.0934,38.105,30.279,295.102,0.0,0.0
2025-04-27 03:00:00,67.685,0.9872,38.968,32.945,296.103,0.0,0.0
2025-04-27 04:00:00,67.955,0.9993,37.68,32.461,297.103,0.0,0.0
2025-04-27 05:00:00,65.313,0.9793,37.165,33.941,298.104,0.0,0.0
2025-04-27 06:00:00,66.151,0.9586,37.501,33.794,299.104,0.0,0.0
2025-04-27 07:00:00,67.032,1.0791,37.269,33.113,300.104,0.0,0.0
2025-04-27 08:00:00,66.354,0.9942,37.443,33.365,301.105,0.0,0.0
2025-04-27 09:00:00,67.1,0.973,38.24,30.378,302.105,0.0,0.0
2025-04-27 10:00:00,68.469,0.9985,37.776,30.584,303.105,0.0,0.0
2025-04-27 11:00:00,66.477,0.9992,37.783,34.693,304.106,0.0,0.0
2025-04-27 12:00:00,66.989,1.0643,37.705,33.155,305.106,0.0,0.0
2025-04-27 13:00:00,66.583,1.0256,37.055,31.61,306.106,0.0,0.0
2025-04-27 14:00:00,64.276,1.0883,39.085,33.415,307.107,0.0,0.0
2025-04-27 15:00:00,65.747,1.0058,38.462,31.962,308.107,0.0,0.0
2025-04-27 16:00:00,66.504,1.038,38.102,32.858,309.107,0.0,0.0
2025-04-27 17:00:00,66.217,1.0445,38.576,33.389,310.108,0.0,0.0
2025-04-27 18:00:00,67.731,0.9569,38.672,32.481,311.108,0.0,0.0
2025-04-27 19:00:00,68.083,1.007,37.916,32.293,312.108,0.0,0.0
2025-04-27 20:00:00,65.962,1.0856,38.482,32.802,313.109,0.0,0.0
2025-04-27 21:00:00,68.084,1.0234,37.319,33.05,314.109,0.0,0.0
2025-04-27 22:00:00,66.183,1.036,38.673,33.458,315.109,0.0,0.0
2025-04-27 23:00:00,67.185,0.9871,39.092,31.343,316.11,0.0,0.0
2025-04-28 00:00:00,66.355,1.0644,38.37,34.186,317.11,0.0,0.0
2025-04-28 01:00:00,65.222,1.1028,37.631,31.792,318.11,0.0,0.0
2025-04-28 02:00:00,65.909,0.9737,39.045,31.141,319.111,0.0,0.0
2025-04-28 03:00:00,64.875,0.9762,37.739,32.175,320.111,0.0,0.0
2025-04-28 04:00:00,67.838,0.9852,38.426,33.961,321.111,0.0,0.0
2025-04-28 05:00:00,68.507,0.9481,38.321,33.443,322.112,0.0,0.0
2025-04-28 06:00:00,67.976,0.9911,37.905,33.143,323.112,0.0,0.0
2025-04-28 07:00:00,66.526,1.0342,38.462,33.764,324.113,0.0,0.0
2025-04-28 08:00:00,67.748,0.8528,38.478,33.796,325.113,0.0,0.0
2025-04-28 09:00:00,64.573,1.0455,38.145,32.826,326.113,0.0,0.0
2025-04-28 10:00:00,68.161,1.0013,39.549,32.796,327.114,0.0,0.0
2025-04-28 11:00:00,69.162,1.0362,37.945,33.646,328.114,0.0,0.0
2025-04-28 12:00:00,67.747,0.9514,37.237,32.029,329.114,0.0,0.0
2025-04-28 13:00:00,66.346,1.0214,37.696,33.136,330.115,0.0,0.0
2025-04-28 14:00:00,67.967,0.9174,38.172,32.863,331.115,0.0,0.0
